vru.line,call_id,customer_id,priority,type,date,vru_entry,vru_exit,vru_time,q_start,q_exit,q_time,outcome,ser_start,ser_exit,ser_time,server,startdate
AA0205,5654,64185333,2,PS,1999-01-10,12:54:06,12:54:11,5,12:54:11,12:55:22,71,AGENT,12:55:22,12:57:21,119,TOVA,0
AA0205,4992,56666571,2,PS,1999-01-10,13:07:43,13:07:49,6,13:07:49,13:08:40,51,AGENT,13:08:39,13:09:16,37,AVNI,0
AA0205,2391,27141399,1,PS,1999-01-10,13:12:16,13:12:21,5,13:12:21,13:12:47,26,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,2798,31770266,1,PS,1999-01-10,13:16:25,13:16:30,5,13:16:30,13:18:07,97,AGENT,13:18:05,13:23:33,328,VICKY,0
AA0205,1335,15157159,1,PS,1999-01-10,13:24:22,13:24:28,6,13:24:28,13:27:05,157,AGENT,13:27:04,13:42:22,918,ZOHARI,0
AA0205,2202,24998403,2,PS,1999-01-10,13:33:56,13:34:01,5,13:34:01,13:36:33,152,AGENT,13:36:33,13:39:26,173,TOVA,0
AA0205,2596,29474020,2,PS,1999-01-10,13:42:52,13:42:58,6,13:42:58,13:45:17,139,AGENT,13:45:16,13:47:11,115,VICKY,0
AA0205,932,10587137,2,PS,1999-01-10,13:48:52,13:48:57,5,13:48:57,13:53:01,244,AGENT,13:53:00,13:53:42,42,AVIDAN,0
AA0205,34064,0,0,NW,1999-01-10,13:56:35,13:56:45,10,13:56:45,13:56:45,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,3916,44461135,2,PS,1999-01-10,14:02:20,14:02:26,6,14:02:26,14:03:14,48,AGENT,14:03:14,14:05:25,131,MICHAL,0
AA0205,28797041,327000000000,0,PE,1999-01-10,14:12:03,14:12:06,3,14:12:06,14:12:25,19,AGENT,14:12:24,14:17:35,311,TOVA,0
AA0205,4809,54613724,2,PS,1999-01-10,14:19:01,14:19:07,6,14:19:07,14:19:44,37,AGENT,14:19:44,14:24:17,273,ZOHARI,0
AA0205,34068,0,0,NW,1999-01-10,14:26:06,14:26:20,14,00:00:00,00:00:00,0,AGENT,14:26:20,14:27:39,79,MIKI,0
AA0205,3424,38887121,1,PS,1999-01-10,14:33:31,14:33:37,6,14:33:37,14:33:50,13,AGENT,14:33:48,14:40:02,374,VICKY,0
AA0205,34070,0,0,PS,1999-01-10,14:42:44,14:42:51,7,00:00:00,00:00:00,0,AGENT,14:42:50,15:05:14,1344,AVNI,0
AA0205,1553,17642224,2,PS,1999-01-10,14:49:29,14:49:34,5,14:49:34,14:52:48,194,AGENT,14:52:47,14:55:22,155,ANAT,0
AA0205,1944,22074751,2,PS,1999-01-10,14:59:24,14:59:29,5,14:59:29,15:00:59,90,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,4298,48820351,2,PS,1999-01-10,15:06:35,15:06:40,5,15:06:40,15:07:29,49,AGENT,15:07:29,15:14:01,392,IDIT,0
AA0205,34074,0,0,NW,1999-01-10,15:13:47,15:13:56,9,15:13:56,15:14:15,19,AGENT,15:14:14,15:14:29,15,AVNI,0
AA0205,34075,0,0,PS,1999-01-10,15:20:59,15:21:08,9,00:00:00,00:00:00,0,AGENT,15:21:06,15:25:51,285,ANAT,0
AA0205,2537,28818276,2,PS,1999-01-10,15:28:10,15:28:16,6,15:28:16,15:29:12,56,HANG,15:29:14,15:29:17,3,NO_SERVER,0
AA0205,34077,0,0,NE,1999-01-10,15:36:01,15:36:12,11,00:00:00,00:00:00,0,AGENT,15:36:11,15:50:02,831,ELI,0
AA0205,2184,24813610,1,PS,1999-01-10,15:40:02,15:40:08,6,15:40:08,15:41:28,80,AGENT,15:41:28,15:42:19,51,MIKI,0
AA0205,2595,29474020,2,PS,1999-01-10,15:45:36,15:45:42,6,15:45:42,15:48:06,144,AGENT,15:48:05,15:50:18,133,NAAMA,0
AA0205,5113,58078890,1,PS,1999-01-10,15:54:52,15:54:57,5,15:54:57,15:55:22,25,AGENT,15:55:22,16:00:22,300,MIKI,0
AA0205,34081,0,0,NW,1999-01-10,16:01:40,16:01:49,9,16:01:49,16:03:29,100,AGENT,16:03:28,16:05:25,117,MICHAL,0
AA0205,34082,0,0,NW,1999-01-10,16:04:48,16:04:58,10,16:04:58,16:07:03,125,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,34083,0,0,NW,1999-01-10,16:07:38,16:07:47,9,16:07:47,16:08:41,54,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,34084,0,0,PS,1999-01-10,16:11:04,16:11:15,11,00:00:00,00:00:00,0,AGENT,16:11:14,16:12:40,86,ANAT,0
AA0205,4427,50301233,2,PS,1999-01-10,16:14:27,16:14:32,5,16:14:32,16:14:39,7,AGENT,16:14:37,16:33:34,1137,ANAT,0
AA0205,2245,25509183,2,PS,1999-01-10,16:17:23,16:17:29,6,16:17:29,16:18:21,52,AGENT,16:18:19,16:25:32,433,MIKI,0
AA0205,2264,25729740,2,PS,1999-01-10,16:20:47,16:20:53,6,16:20:53,16:22:49,116,AGENT,16:22:48,16:24:38,110,TALI,0
AA0205,1341,15239874,2,PS,1999-01-10,16:24:47,16:24:53,6,16:24:53,16:26:46,113,AGENT,16:26:44,16:26:48,4,MORIAH,0
AA0205,34089,0,0,NW,1999-01-10,16:28:52,16:29:01,9,16:29:01,16:31:00,119,AGENT,16:30:59,16:32:00,61,MIKI,0
AA0205,34090,0,0,NW,1999-01-10,16:33:13,16:33:22,9,16:33:22,16:35:02,100,AGENT,16:35:02,16:36:07,65,MIKI,0
AA0205,34091,0,0,NW,1999-01-10,16:35:59,16:36:08,9,16:36:08,16:36:29,21,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,34092,0,0,NW,1999-01-10,16:38:43,16:38:53,10,16:38:53,16:39:15,22,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,34093,0,0,NW,1999-01-10,16:39:18,16:39:27,9,16:39:27,16:39:43,16,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,4586,52120771,1,PS,1999-01-10,16:40:28,16:40:34,6,16:40:34,16:43:33,179,AGENT,16:43:32,16:44:22,50,IDIT,0
AA0205,34095,0,0,NW,1999-01-10,16:48:38,16:48:47,9,16:48:47,16:49:28,41,AGENT,16:49:27,16:50:29,62,IDIT,0
AA0205,34096,0,0,NW,1999-01-10,16:54:03,16:54:12,9,16:54:12,16:54:28,16,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,27651,314272303,2,PS,1999-01-10,16:57:27,16:57:33,6,16:57:33,16:57:43,10,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,34098,0,0,NW,1999-01-10,16:59:51,17:00:01,10,17:00:01,17:00:08,7,AGENT,17:00:08,17:00:58,50,MIKI,0
AA0205,34099,0,0,NW,1999-01-10,17:04:15,17:04:24,9,17:04:24,17:05:34,70,AGENT,17:05:34,17:07:50,136,MICHAL,0
AA0205,34100,0,0,NW,1999-01-10,17:09:04,17:09:13,9,17:09:13,17:10:18,65,AGENT,17:10:17,17:11:03,46,MICHAL,0
AA0205,34101,0,0,NW,1999-01-10,17:15:54,17:16:03,9,17:16:03,17:16:35,32,AGENT,17:16:34,17:17:08,34,ANAT,0
AA0205,5215,59275651,1,PS,1999-01-10,17:20:31,17:20:37,6,17:20:37,17:21:01,24,AGENT,17:21:00,17:23:21,141,TALI,0
AA0205,5387,61233318,1,PS,1999-01-10,17:27:25,17:27:31,6,17:27:31,17:28:13,42,AGENT,17:28:11,17:29:01,50,NAAMA,0
AA0205,34104,0,0,NW,1999-01-10,17:33:44,17:33:54,10,17:33:54,17:34:27,33,AGENT,17:34:26,17:35:09,43,IDIT,0
AA0205,34105,0,0,PS,1999-01-10,17:41:44,17:42:09,25,00:00:00,00:00:00,0,AGENT,17:42:08,17:43:15,67,MORIAH,0
AA0205,34106,0,0,NW,1999-01-10,17:48:39,17:48:48,9,17:48:48,17:49:28,40,AGENT,17:49:27,17:50:04,37,TALI,0
AA0205,3303,37553500,1,PS,1999-01-10,17:54:40,17:54:46,6,17:54:46,17:56:52,126,AGENT,17:56:51,17:59:53,182,IDIT,0
AA0205,34108,0,0,NW,1999-01-10,18:04:03,18:04:12,9,18:04:12,18:04:23,11,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,2807,31918642,2,PS,1999-01-10,18:12:01,18:12:06,5,18:12:06,18:12:10,4,AGENT,18:12:08,18:13:15,67,MICHAL,0
AA0205,26976,306721341,1,PS,1999-01-10,18:18:58,18:19:03,5,18:19:03,18:19:25,22,AGENT,18:19:24,18:27:37,493,ANAT,0
AA0205,34111,0,0,PS,1999-01-10,18:26:38,18:26:48,10,00:00:00,00:00:00,0,AGENT,18:26:47,18:27:48,61,NAAMA,0
AA0205,6076,69091759,1,PS,1999-01-10,18:42:02,18:42:08,6,18:42:08,18:42:16,8,AGENT,18:42:16,18:42:30,14,MIKI,0
AA0205,34113,0,0,PS,1999-01-10,18:57:25,18:57:34,9,00:00:00,00:00:00,0,AGENT,18:57:34,19:01:23,229,MIKI,0
AA0205,34114,0,0,PS,1999-01-10,19:11:04,19:11:13,9,00:00:00,00:00:00,0,AGENT,19:11:12,19:11:42,30,IDIT,0
AA0205,34115,0,0,PS,1999-01-10,19:28:39,19:28:54,15,00:00:00,00:00:00,0,AGENT,19:28:53,19:29:52,59,MORIAH,0
AA0205,34116,0,0,PS,1999-01-10,19:44:43,19:44:53,10,00:00:00,00:00:00,0,AGENT,19:44:52,19:53:33,521,IDIT,0
AA0205,34117,0,0,PS,1999-01-10,20:06:01,20:06:15,14,00:00:00,00:00:00,0,AGENT,20:06:15,20:08:35,140,ANAT,0
AA0205,34118,0,0,PS,1999-01-10,20:32:11,20:32:19,8,00:00:00,00:00:00,0,AGENT,20:32:19,20:36:15,236,MICHAL,0
AA0205,34119,0,0,PS,1999-01-10,20:49:09,20:50:06,57,00:00:00,00:00:00,0,AGENT,20:50:05,20:54:01,236,IDIT,0
AA0205,27492,312675614,1,PS,1999-01-10,21:11:22,21:11:27,5,21:11:27,21:12:40,73,AGENT,21:12:39,21:16:09,210,BENSION,0
AA0205,2147,24413924,1,PS,1999-01-10,21:35:04,21:35:10,6,21:35:10,21:36:14,64,AGENT,21:36:13,21:37:57,104,MICHAL,0
AA0205,1106,12584066,2,PS,1999-01-10,21:56:06,21:56:12,6,21:56:12,21:56:42,30,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0205,34123,0,0,NW,1999-01-10,22:54:52,22:55:05,13,00:00:00,00:00:00,0,AGENT,22:55:04,22:56:50,106,SHLOMO,0
AA0205,34124,0,0,NW,1999-01-10,23:33:38,23:33:52,14,00:00:00,00:00:00,0,AGENT,23:33:51,23:35:48,117,MORIAH,0
AA0206,34693,0,0,NW,1999-01-10,06:06:38,06:06:59,21,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0206,34694,0,0,PS,1999-01-10,07:36:05,07:36:15,10,00:00:00,00:00:00,0,AGENT,07:36:14,07:37:15,61,SHARON,0
AA0206,2506,28976595,1,PS,1999-01-10,08:08:00,08:08:05,5,08:08:05,08:08:50,45,AGENT,08:08:50,08:09:46,56,SHARON,0
AA0206,4176,48296115,2,PS,1999-01-10,08:26:12,08:26:17,5,08:26:17,08:26:34,17,AGENT,08:26:32,08:33:17,405,KAZAV,0
AA0206,34697,0,0,NW,1999-01-10,08:39:09,08:39:18,9,08:39:18,08:40:31,73,AGENT,08:40:31,08:41:34,63,KAZAV,0
AA0206,4898,56652225,1,PS,1999-01-10,18:12:04,18:12:09,5,18:12:09,18:12:16,7,AGENT,18:12:15,18:13:00,45,BENSION,0
AA0206,34699,0,0,NW,1999-01-10,18:19:06,18:19:15,9,18:19:15,18:19:36,21,AGENT,18:19:35,18:20:35,60,NAAMA,0
AA0206,34700,0,0,NW,1999-01-10,18:29:09,18:29:23,14,00:00:00,00:00:00,0,AGENT,18:29:21,18:36:33,432,NAAMA,0
AA0206,34701,0,0,PS,1999-01-10,18:43:10,18:43:19,9,00:00:00,00:00:00,0,AGENT,18:43:18,18:44:31,73,MORIAH,0
AA0206,4912,56817471,1,PS,1999-01-10,18:59:01,18:59:06,5,18:59:06,18:59:24,18,AGENT,18:59:23,19:00:41,78,ANAT,0
AA0206,34703,0,0,PS,1999-01-10,19:11:47,19:11:55,8,00:00:00,00:00:00,0,AGENT,19:11:54,19:12:35,41,IDIT,0
AA0206,1023,11830726,1,PE,1999-01-10,19:29:30,19:29:34,4,19:29:34,19:29:44,10,AGENT,19:29:44,19:29:44,0,MIKI,0
AA0206,34705,0,0,NW,1999-01-10,19:46:12,19:46:26,14,00:00:00,00:00:00,0,AGENT,19:46:25,19:46:57,32,NAAMA,0
AA0206,34706,0,0,NW,1999-01-10,20:08:38,20:08:52,14,00:00:00,00:00:00,0,AGENT,20:08:52,20:09:05,13,MICHAL,0
AA0206,34707,0,0,PS,1999-01-10,20:34:54,20:35:02,8,00:00:00,00:00:00,0,AGENT,20:35:02,20:35:43,41,IDIT,0
AA0206,34708,0,0,PS,1999-01-10,20:50:01,20:50:12,11,00:00:00,00:00:00,0,AGENT,20:50:11,20:51:58,107,MIKI,0
AA0206,4808,55629786,1,PS,1999-01-10,21:11:46,21:11:51,5,21:11:51,21:12:43,52,AGENT,21:12:42,21:13:30,48,SHLOMO,0
AA0206,34710,0,0,PS,1999-01-10,21:36:39,21:36:48,9,00:00:00,00:00:00,0,AGENT,21:36:47,21:40:42,235,BENSION,0
AA0206,34711,0,0,PS,1999-01-10,21:58:04,21:58:18,14,00:00:00,00:00:00,0,AGENT,21:58:18,22:02:04,226,BENSION,0
AA0206,4941,57174591,2,PS,1999-01-10,22:55:32,22:55:37,5,22:55:37,22:55:43,6,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0206,34713,0,0,PS,1999-01-10,23:36:09,23:36:20,11,00:00:00,00:00:00,0,AGENT,23:36:20,23:37:17,57,BENSION,0
AA0209,31434,0,0,PS,1999-01-10,07:07:33,07:07:42,9,00:00:00,00:00:00,0,AGENT,07:07:41,07:07:48,7,TOVA,0
AA0209,31435,0,0,PS,1999-01-10,07:42:29,07:42:37,8,00:00:00,00:00:00,0,AGENT,07:42:37,07:42:46,9,TOVA,0
AA0209,31436,0,0,NW,1999-01-10,08:11:33,08:11:37,4,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,2833,29688454,1,PS,1999-01-10,08:27:55,08:28:00,5,08:28:00,08:28:52,52,AGENT,08:28:51,08:29:29,38,AVIDAN,0
AA0209,683,7158140,2,PS,1999-01-10,08:41:12,08:41:19,7,08:41:19,08:41:38,19,AGENT,08:41:37,08:44:05,148,YITZ,0
AA0209,755,7915192,2,PS,1999-01-10,08:46:34,08:46:40,6,08:46:40,08:47:29,49,AGENT,08:47:28,08:49:08,100,AVIDAN,0
AA0209,31440,0,0,PS,1999-01-10,08:56:46,08:56:57,11,00:00:00,00:00:00,0,AGENT,08:56:56,09:00:00,184,AVIDAN,0
AA0209,31441,0,0,PS,1999-01-10,09:09:58,09:10:06,8,00:00:00,00:00:00,0,AGENT,09:10:05,09:11:16,71,YITZ,0
AA0209,31442,0,0,NW,1999-01-10,09:20:46,09:20:59,13,00:00:00,00:00:00,0,AGENT,09:20:59,09:21:35,36,KAZAV,0
AA0209,2164,22681993,2,PS,1999-01-10,09:31:17,09:31:23,6,09:31:23,09:33:14,111,AGENT,09:33:13,09:38:23,310,TOVA,0
AA0209,31444,0,0,PS,1999-01-10,09:42:22,09:42:33,11,00:00:00,00:00:00,0,AGENT,09:42:32,09:44:56,144,YITZ,0
AA0209,2299,24100398,1,PS,1999-01-10,09:51:10,09:51:16,6,09:51:16,09:51:57,41,AGENT,09:51:56,09:57:19,323,AVIDAN,0
AA0209,2397,25121690,1,PS,1999-01-10,10:00:01,10:00:07,6,10:00:07,10:01:18,71,AGENT,10:01:17,10:04:10,173,TOVA,0
AA0209,5335,55921597,1,PS,1999-01-10,10:06:44,10:06:50,6,10:06:50,10:07:02,12,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,2422,25391442,1,PS,1999-01-10,10:10:44,10:10:49,5,10:10:49,10:14:32,223,AGENT,10:14:31,10:14:37,6,KAZAV,0
AA0209,5235,54876842,2,PS,1999-01-10,10:18:31,10:18:36,5,10:18:36,10:20:43,127,AGENT,10:20:43,10:26:11,328,SHARON,0
AA0209,31450,0,0,NE,1999-01-10,10:27:34,10:27:46,12,00:00:00,00:00:00,0,AGENT,10:27:45,10:29:18,93,ELI,0
AA0209,399,4187381,2,NE,1999-01-10,10:33:58,10:34:04,6,10:34:04,10:34:27,23,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,5043,52867744,2,PS,1999-01-10,10:41:42,10:41:47,5,10:41:47,10:42:38,51,AGENT,10:42:37,10:45:17,160,AVNI,0
AA0209,2260,23699390,2,NE,1999-01-10,10:50:11,10:50:16,5,10:50:16,10:50:54,38,AGENT,10:50:53,10:54:37,224,TOVA,0
AA0209,31454,0,0,PS,1999-01-10,10:59:22,10:59:33,11,00:00:00,00:00:00,0,AGENT,10:59:33,11:02:54,201,KAZAV,0
AA0209,6663,69858041,2,PS,1999-01-10,11:06:12,11:06:18,6,11:06:18,11:07:07,49,HANG,11:07:07,11:07:17,10,NO_SERVER,0
AA0209,31456,0,0,NW,1999-01-10,11:15:33,11:15:42,9,11:15:42,11:16:16,34,AGENT,11:16:15,11:16:46,31,TOVA,0
AA0209,6646,69687275,2,PS,1999-01-10,11:24:39,11:24:45,6,11:24:45,11:25:09,24,AGENT,11:25:09,11:30:59,350,TOVA,0
AA0209,31458,0,0,PS,1999-01-10,11:32:17,11:32:27,10,00:00:00,00:00:00,0,AGENT,11:32:26,11:33:37,71,VICKY,0
AA0209,31459,0,0,PS,1999-01-10,11:43:23,11:43:35,12,00:00:00,00:00:00,0,AGENT,11:43:34,11:46:33,179,AVNI,0
AA0209,31460,0,0,PS,1999-01-10,11:56:04,11:56:20,16,00:00:00,00:00:00,0,AGENT,11:56:18,12:04:19,481,TOVA,0
AA0209,2339,24523938,2,PS,1999-01-10,12:05:09,12:05:15,6,12:05:15,12:05:37,22,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,1568,16439127,1,PS,1999-01-10,12:15:05,12:15:11,6,12:15:11,12:15:53,42,AGENT,12:15:53,12:17:56,123,TOVA,0
AA0209,5161,54128681,2,PS,1999-01-10,12:24:08,12:24:14,6,12:24:14,12:25:34,80,AGENT,12:25:34,12:26:17,43,VICKY,0
AA0209,1467,15386071,2,PS,1999-01-10,12:34:07,12:34:13,6,12:34:13,12:35:21,68,AGENT,12:35:20,12:41:14,354,AVNI,0
AA0209,31465,0,0,PS,1999-01-10,12:50:01,12:50:12,11,00:00:00,00:00:00,0,AGENT,12:50:11,12:52:18,127,KAZAV,0
AA0209,31466,0,0,PS,1999-01-10,13:01:50,13:01:59,9,00:00:00,00:00:00,0,AGENT,13:01:59,13:03:32,93,TOVA,0
AA0209,2425,25440017,1,PS,1999-01-10,13:10:09,13:10:15,6,13:10:15,13:10:56,41,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,5331,55921597,1,NE,1999-01-10,13:14:22,13:14:27,5,13:14:27,13:15:03,36,AGENT,13:15:02,13:16:16,74,VICKY,0
AA0209,29198,306278797,1,PS,1999-01-10,13:23:05,13:23:11,6,13:23:11,13:23:26,15,AGENT,13:23:25,13:26:58,213,ZOHARI,0
AA0209,2425,25440017,1,PS,1999-01-10,13:30:44,13:30:49,5,13:30:49,13:31:53,64,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,2243,23530603,2,PS,1999-01-10,13:37:27,13:37:33,6,13:37:33,13:39:30,117,AGENT,13:39:30,13:40:26,56,TOVA,0
AA0209,31472,0,0,NE,1999-01-10,13:44:40,13:44:51,11,00:00:00,00:00:00,0,AGENT,13:44:50,13:48:32,222,ELI,0
AA0209,1591,16686354,2,PS,1999-01-10,13:48:07,13:48:13,6,13:48:13,13:50:37,144,AGENT,13:50:36,14:13:01,1345,ZOHARI,0
AA0209,31474,0,0,NW,1999-01-10,13:55:05,13:55:14,9,13:55:14,13:56:34,80,AGENT,13:56:33,13:58:17,104,AVIDAN,0
AA0209,2794,29314044,1,PS,1999-01-10,14:02:13,14:02:19,6,14:02:19,14:02:43,24,AGENT,14:02:42,14:04:30,108,KAZAV,0
AA0209,2395,25124181,2,PS,1999-01-10,14:11:10,14:11:16,6,14:11:16,14:11:54,38,AGENT,14:11:53,14:11:55,2,TOVA,0
AA0209,5610,58859752,2,PS,1999-01-10,14:18:38,14:18:44,6,14:18:44,14:19:30,46,AGENT,14:19:29,14:21:33,124,ANAT,0
AA0209,31478,0,0,PS,1999-01-10,14:25:44,14:25:52,8,00:00:00,00:00:00,0,AGENT,14:25:52,14:27:42,110,ANAT,0
AA0209,5609,58859752,2,PS,1999-01-10,14:32:37,14:32:42,5,14:32:42,14:32:53,11,AGENT,14:32:51,14:35:00,129,ZOHARI,0
AA0209,31480,0,0,PS,1999-01-10,14:41:53,14:42:02,9,00:00:00,00:00:00,0,AGENT,14:42:01,14:43:16,75,SHARON,0
AA0209,2658,27890995,1,PS,1999-01-10,14:49:00,14:49:06,6,14:49:06,14:52:38,212,AGENT,14:52:37,14:54:30,113,ZOHARI,0
AA0209,5155,54101738,2,PS,1999-01-10,14:58:34,14:58:39,5,14:58:39,15:02:00,201,AGENT,15:01:59,15:09:33,454,MIKI,0
AA0209,7200,75560649,2,PS,1999-01-10,15:07:07,15:07:12,5,15:07:12,15:07:52,40,AGENT,15:07:52,15:09:36,104,ANAT,0
AA0209,31484,0,0,PS,1999-01-10,15:14:40,15:14:50,10,00:00:00,00:00:00,0,AGENT,15:14:49,15:15:54,65,AVIDAN,0
AA0209,31485,0,0,PS,1999-01-10,15:22:01,15:22:13,12,00:00:00,00:00:00,0,AGENT,15:22:12,15:22:48,36,IDIT,0
AA0209,31486,0,0,PS,1999-01-10,15:29:55,15:30:07,12,00:00:00,00:00:00,0,AGENT,15:30:07,15:36:14,367,MICHAL,0
AA0209,2393,25114638,1,PS,1999-01-10,15:36:51,15:36:57,6,15:36:57,15:37:36,39,AGENT,15:37:35,15:38:50,75,MIKI,0
AA0209,7093,74450255,1,PS,1999-01-10,15:41:26,15:41:32,6,15:41:32,15:43:02,90,AGENT,15:43:02,15:45:06,124,MIKI,0
AA0209,1009,10587137,2,PS,1999-01-10,15:48:25,15:48:31,6,15:48:31,15:49:40,69,AGENT,15:49:40,15:50:19,39,IDIT,0
AA0209,2423,25429143,1,PS,1999-01-10,15:56:37,15:56:42,5,15:56:42,15:56:56,14,AGENT,15:56:55,15:59:31,156,AVNI,0
AA0209,5274,55363923,1,PS,1999-01-10,16:02:01,16:02:06,5,16:02:06,16:03:12,66,AGENT,16:03:12,16:07:05,233,ANAT,0
AA0209,31492,0,0,NW,1999-01-10,16:04:30,16:04:40,10,16:04:40,16:07:38,178,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,31493,0,0,NW,1999-01-10,16:08:47,16:08:56,9,16:08:56,16:09:20,24,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,5327,55921597,1,NE,1999-01-10,16:12:08,16:12:14,6,16:12:14,16:12:25,11,AGENT,16:12:24,16:14:59,155,NAAMA,0
AA0209,31495,0,0,NW,1999-01-10,16:15:25,16:15:34,9,16:15:34,16:16:58,84,AGENT,16:16:57,16:17:25,28,IDIT,0
AA0209,31496,0,0,NW,1999-01-10,16:19:04,16:19:14,10,16:19:14,16:20:02,48,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,31497,0,0,NW,1999-01-10,16:21:33,16:21:42,9,16:21:42,16:24:39,177,AGENT,16:24:38,16:25:07,29,IDIT,0
AA0209,5268,55311534,1,PS,1999-01-10,16:25:58,16:26:04,6,16:26:04,16:26:45,41,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,1589,16686354,2,NE,1999-01-10,16:28:48,16:28:54,6,16:28:54,16:31:10,136,AGENT,16:31:09,16:33:47,158,AVNI,0
AA0209,3157,33152596,1,PS,1999-01-10,16:33:17,16:33:22,5,16:33:22,16:34:53,91,AGENT,16:34:52,16:36:27,95,TALI,0
AA0209,31501,0,0,NW,1999-01-10,16:35:58,16:36:08,10,16:36:08,16:42:19,371,AGENT,16:42:18,16:42:51,33,IDIT,0
AA0209,31502,0,0,NW,1999-01-10,16:45:07,16:45:16,9,16:45:16,16:46:27,71,AGENT,16:46:26,16:47:11,45,MIKI,0
AA0209,6425,67472894,2,PS,1999-01-10,16:51:49,16:51:55,6,16:51:55,16:52:45,50,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,31504,0,0,NW,1999-01-10,16:56:30,16:56:39,9,16:56:39,16:56:59,20,AGENT,16:56:59,16:58:10,71,IDIT,0
AA0209,31505,0,0,NW,1999-01-10,16:59:44,16:59:53,9,16:59:53,17:00:04,11,AGENT,17:00:03,17:02:15,132,DARMON,0
AA0209,2708,28439289,1,PS,1999-01-10,17:04:07,17:04:12,5,17:04:12,17:04:20,8,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,31507,0,0,NW,1999-01-10,17:08:20,17:08:30,10,17:08:30,17:09:28,58,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0209,31508,0,0,NW,1999-01-10,17:13:22,17:13:31,9,17:13:31,17:13:45,14,AGENT,17:13:44,17:17:31,227,TALI,0
AA0209,2375,24947061,2,NE,1999-01-10,17:18:13,17:18:19,6,17:18:19,17:20:04,105,AGENT,17:20:03,17:21:31,88,NAAMA,0
AA0209,3642,38249587,1,PS,1999-01-10,17:26:10,17:26:16,6,17:26:16,17:27:01,45,AGENT,17:27:01,17:28:08,67,NAAMA,0
AA0209,5594,58754151,1,PS,1999-01-10,17:31:18,17:31:24,6,17:31:24,17:32:27,63,AGENT,17:32:26,17:34:21,115,IDIT,0
AA0209,31512,0,0,NW,1999-01-10,17:40:08,17:40:21,13,00:00:00,00:00:00,0,AGENT,17:40:20,17:40:46,26,NAAMA,0
AA0209,293,3074432,2,PS,1999-01-10,17:47:14,17:47:20,6,17:47:20,17:47:39,19,AGENT,17:47:38,17:54:08,390,ANAT,0
AA0209,5066,53212296,2,PS,1999-01-10,17:53:26,17:53:32,6,17:53:32,17:55:48,136,AGENT,17:55:47,17:56:59,72,ANAT,0
AA0209,3085,32411258,2,PS,1999-01-10,18:03:16,18:03:22,6,18:03:22,18:05:00,98,AGENT,18:04:59,18:05:35,36,TALI,0
AA0209,31516,0,0,NW,1999-01-10,18:12:23,18:12:32,9,18:12:32,18:12:54,22,AGENT,18:12:53,18:14:25,92,NAAMA,0
AA0209,1381,14504765,2,PS,1999-01-10,18:19:18,18:19:23,5,18:19:23,18:19:58,35,AGENT,18:19:57,18:21:34,97,IDIT,0
AA0209,31518,0,0,PS,1999-01-10,18:29:11,18:29:20,9,00:00:00,00:00:00,0,AGENT,18:29:20,18:34:07,287,BENSION,0
AA0209,31519,0,0,PS,1999-01-10,18:42:49,18:42:58,9,00:00:00,00:00:00,0,AGENT,18:42:57,18:44:39,102,IDIT,0
AA0209,31520,0,0,PS,1999-01-10,18:58:05,18:58:21,16,00:00:00,00:00:00,0,AGENT,18:58:20,18:59:19,59,ANAT,0
AA0209,31521,0,0,PS,1999-01-10,19:11:23,19:11:37,14,00:00:00,00:00:00,0,AGENT,19:11:36,19:17:02,326,BENSION,0
AA0209,31522,0,0,PS,1999-01-10,19:29:06,19:29:22,16,00:00:00,00:00:00,0,AGENT,19:29:21,19:45:39,978,TALI,0
